"state","year","zhvi_avg","warn_events","workers_affected","closures","layoffs","pop","births","deaths","netmig","disaster_declarations","workers_affected_per_capita","layoffs_per_capita","layoffs_per_capita_lag1","layoffs_per_capita_lag2","disaster_declarations_lag1","cpi","zhvi_real"
"Utah",2025,523114.360915817,18,1872,0,0,3538904,46948,21987,10844,4,0.000528977333095218,0,0,0,1,322.531,353665.926946121
"Vermont",2010,207122.787511189,2,179,0,0,625886,NA,NA,NA,3,0.000285994574091768,0,NA,NA,NA,218.056,207122.787511189
"Vermont",2011,207275.4081979,3,89,0,0,627197,NA,NA,NA,43,0.000141901188940636,0,0,NA,3,224.939,200932.903631657
"Vermont",2012,210476.476899555,2,14,0,0,626361,NA,NA,NA,3,2.23513277486944e-05,0,0,0,43,229.594,199899.207500237
"Vermont",2013,216884.005263337,2,201,0,0,626603,NA,NA,NA,10,0.000320777270456733,0,0,0,3,232.957,203011.107851244
"Vermont",2014,220723.303530088,3,396,0,0,625693,NA,NA,NA,14,0.000632898242428795,0,0,0,10,236.736,203306.80874289
"Vermont",2015,225873.544271652,9,453,0,0,625810,NA,NA,NA,12,0.000723861875009987,0,0,0,14,237.017,207804.003804366
"Vermont",2016,229035.196269822,4,306,0,0,624366,NA,NA,NA,0,0.000490097154553579,0,0,0,12,240.007,208087.675600346
"Vermont",2017,239276.75437162,5,205,0,0,625132,NA,NA,NA,7,0.000327930741027495,0,0,0,0,245.12,212857.914292012
"Vermont",2018,249711.468000754,7,590,0,0,624802,NA,NA,NA,15,0.000944299153971978,0,0,0,7,251.107,216844.149571189
"Vermont",2019,256152.24690244,4,472,0,0,624046,NA,NA,NA,6,0.000756354499508049,0,0,0,15,255.657,218478.407986319
"Vermont",2020,270559.590957647,10,901,0,0,642965,1303,1555,-31,36,0.00140132044512532,0,0,0,6,258.811,227954.53889464
"Vermont",2021,312603.266574737,4,579,0,0,647238,5156,6435,5253,16,0.000894570467123377,0,0,0,36,270.97,251559.279242059
"Vermont",2022,354476.182088338,2,228,0,0,647614,5409,7202,2512,0,0.000352061567538688,0,0,0,16,292.655,264118.700727665
"Vermont",2023,372944.514046654,0,0,0,0,647722,5089,6833,1967,37,0,0,0,0,0,304.702,266892.862386716
"Vermont",2024,384630.260792131,4,341,0,0,646521,5039,6871,681,38,0.000527438397205969,0,0,0,37,314.055,267058.114493604
"Vermont",2025,379388.036438509,6,361,0,0,644663,4979,6748,-103,0,0.000559982502485795,0,0,0,38,322.531,256495.771487502
"Virginia",2010,221132.143162327,15,1448,3,12,8024004,NA,NA,NA,88,0.000180458534168228,1.49551271410134e-06,NA,NA,NA,218.056,221132.143162327
"Virginia",2011,213923.798377208,59,6318,30,29,8102437,NA,NA,NA,98,0.000779765396509717,3.57917006944948e-06,1.49551271410134e-06,NA,88,224.939,207377.857014304
"Virginia",2012,215171.436511899,79,8128,34,45,8187456,NA,NA,NA,234,0.000992738159447819,5.49621274300589e-06,3.57917006944948e-06,1.49551271410134e-06,98,229.594,204358.226957319
"Virginia",2013,225354.69369238,73,7278,16,57,8255861,NA,NA,NA,0,0.000881555539755333,6.90418600797664e-06,5.49621274300589e-06,3.57917006944948e-06,234,232.957,210939.972131276
"Virginia",2014,232648.691660985,65,6986,19,46,8315430,NA,NA,NA,0,0.000840124924387554,5.53188470109183e-06,6.90418600797664e-06,5.49621274300589e-06,0,236.736,214291.206697873
"Virginia",2015,237889.244070528,48,8561,22,26,8367303,NA,NA,NA,0,0.00102314927522046,3.10733339046046e-06,5.53188470109183e-06,6.90418600797664e-06,0,237.017,218858.465869719
"Virginia",2016,244783.826320863,58,8101,34,24,8417651,NA,NA,NA,40,0.000962382498395336,2.8511517049115e-06,3.10733339046046e-06,5.53188470109183e-06,0,240.007,222395.93858605
"Virginia",2017,253399.382251346,67,6969,46,21,8471011,NA,NA,NA,0,0.000822688106531794,2.47904293832224e-06,2.8511517049115e-06,3.10733339046046e-06,40,245.12,225421.245496897
"Virginia",2018,262817.351587099,97,9791,66,31,8510920,NA,NA,NA,202,0.00115040442161364,3.64237943724063e-06,2.47904293832224e-06,2.8511517049115e-06,0,251.107,228225.021276494
"Virginia",2019,272591.822269311,57,7407,29,28,8556642,NA,NA,NA,0,0.000865643321293564,3.27231173163491e-06,3.64237943724063e-06,2.47904293832224e-06,202,255.657,232500.116940889
"Virginia",2020,288235.7655206,229,30294,27,202,8637303,23617,19727,730,276,0.00350734482743051,2.33869299247693e-05,3.27231173163491e-06,3.64237943724063e-06,0,258.811,242847.244075252
"Virginia",2021,324017.714180367,45,4475,12,33,8660007,94434,83773,10647,34,0.000516743231269905,3.81062047640377e-06,2.33869299247693e-05,3.27231173163491e-06,276,270.97,260744.756553545
"Virginia",2022,356507.340307984,29,2577,9,20,8681038,95761,86290,11955,30,0.0002968539015726,2.30387195632596e-06,3.81062047640377e-06,2.33869299247693e-05,34,292.655,265632.108107491
"Virginia",2023,370711.208843831,53,4850,29,24,8732034,94600,79649,36165,0,0.00055542614698935,2.74850052118441e-06,2.30387195632596e-06,3.81062047640377e-06,30,304.702,265294.626735795
"Virginia",2024,389812.169707508,31,4008,17,14,8819642,93837,78487,72315,61,0.000454440214239988,1.58736601780435e-06,2.74850052118441e-06,2.30387195632596e-06,0,314.055,270656.039476335
"Virginia",2025,400222.200811103,60,6675,23,36,8880107,92070,78253,46704,36,0.000751680131782196,4.05400520511746e-06,1.58736601780435e-06,2.74850052118441e-06,61,322.531,270581.284341864
"Washington",2010,257270.009433171,31,2781,13,18,6743009,NA,NA,NA,2,0.000412427152329175,2.66943140666133e-06,NA,NA,NA,218.056,257270.009433171
"Washington",2011,234096.441782029,35,4716,23,12,6827479,NA,NA,NA,8,0.000690738118711167,1.75760335549915e-06,2.66943140666133e-06,NA,2,224.939,226933.229494316
"Washington",2012,220643.718177995,46,6271,30,16,6898599,NA,NA,NA,24,0.000909025151338699,2.31931150078443e-06,1.75760335549915e-06,2.66943140666133e-06,8,229.594,209555.5049828
"Washington",2013,235750.659644027,59,6435,38,21,6966252,NA,NA,NA,4,0.000923739192897415,3.01453349663492e-06,2.31931150078443e-06,1.75760335549915e-06,24,232.957,220670.964338216
"Washington",2014,254039.064965955,48,5882,21,27,7057531,NA,NA,NA,20,0.000833435942399686,3.82570051764562e-06,3.01453349663492e-06,2.31931150078443e-06,4,236.736,233993.741341479
"Washington",2015,274266.29604859,41,5142,19,22,7167287,NA,NA,NA,47,0.000717426273009578,3.06950175149956e-06,3.82570051764562e-06,3.01453349663492e-06,20,237.017,252325.408941854
"Washington",2016,304863.372498684,59,6945,44,15,7299961,NA,NA,NA,30,0.000951374945701765,2.05480549827595e-06,3.06950175149956e-06,3.82570051764562e-06,47,240.007,276980.619538484
"Washington",2017,338311.189492529,42,5990,17,25,7427951,NA,NA,NA,18,0.000806413504881764,3.36566571319601e-06,2.05480549827595e-06,3.06950175149956e-06,30,245.12,300957.835900714
"Washington",2018,373509.98867909,35,3509,28,7,7526793,NA,NA,NA,12,0.00046620120946597,9.3001096217207e-07,3.36566571319601e-06,2.05480549827595e-06,18,251.107,324348.16270119
"Washington",2019,392983.51575819,63,9351,45,18,7614024,NA,NA,NA,8,0.00122812851653738,2.36405874213162e-06,9.3001096217207e-07,3.36566571319601e-06,12,255.657,335185.085924375
"Washington",2020,427198.79936224,262,46425,34,227,7726812,21080,15110,12548,136,0.00600829941248732,2.9378222221532e-05,2.36405874213162e-06,9.3001096217207e-07,8,258.811,359927.75188741
"Washington",2021,507801.844172619,34,3286,14,20,7744316,82557,64741,-1009,39,0.000424311198045121,2.58253924555765e-06,2.9378222221532e-05,2.36405874213162e-06,136,270.97,408640.214536312
"Washington",2022,577960.442648274,30,4365,15,15,7786828,83955,70619,32214,41,0.000560562015752756,1.9263299510404e-06,2.58253924555765e-06,2.9378222221532e-05,39,292.655,430635.875970382
"Washington",2023,564492.235414073,73,21963,25,48,7838655,82165,67733,38195,16,0.00280188374153474,6.12349950342246e-06,1.9263299510404e-06,2.58253924555765e-06,41,304.702,403971.48323756
"Washington",2024,583738.785856864,63,10207,34,29,7927958,82149,65455,72889,29,0.00128746898003244,3.6579406702205e-06,6.12349950342246e-06,1.9263299510404e-06,16,314.055,405303.990348201
"Washington",2025,589754.783672807,115,29156,40,73,8001020,83368,66138,55440,19,0.00364403538548835,9.12383671081937e-06,3.6579406702205e-06,6.12349950342246e-06,29,322.531,398720.027248722
"West Virginia",2010,99710.5772431769,0,0,0,0,1854265,NA,NA,NA,49,0,0,NA,NA,NA,218.056,99710.5772431769
"West Virginia",2011,98487.7980472386,0,0,0,0,1856606,NA,NA,NA,0,0,0,0,NA,49,224.939,95474.1298351494
"West Virginia",2012,100018.097540072,0,0,0,0,1857446,NA,NA,NA,189,0,0,0,0,0,229.594,94991.7954179895
"West Virginia",2013,101060.727723352,0,0,0,0,1854768,NA,NA,NA,2,0,0,0,0,189,232.957,94596.4192724116
"West Virginia",2014,100465.761815053,0,0,0,0,1850569,NA,NA,NA,9,0,0,0,0,2,236.736,92538.364077889
"West Virginia",2015,106591.083093642,32,3688,2,30,1843332,NA,NA,NA,67,0.00200072477448447,1.62748761481925e-05,0,0,9,237.017,98063.9583450433
"West Virginia",2016,109430.523562295,43,5695,13,30,1832435,NA,NA,NA,18,0.003107886500749,1.63716584762897e-05,1.62748761481925e-05,0,67,240.007,99422.0262154844
"West Virginia",2017,110360.282493885,21,1290,10,11,1818683,NA,NA,NA,12,0.000709304480220027,6.04833277707e-06,1.63716584762897e-05,1.62748761481925e-05,18,245.12,98175.2682746683
"West Virginia",2018,114109.022044148,18,1767,6,12,1805953,NA,NA,NA,28,0.000978430778652601,6.64469119628252e-06,6.04833277707e-06,1.63716584762897e-05,12,251.107,99089.857753303
"West Virginia",2019,116714.00168065,22,3622,14,8,1795263,NA,NA,NA,5,0.00201753169312797,4.45617160271225e-06,6.64469119628252e-06,6.04833277707e-06,28,255.657,99548.1772471549
"West Virginia",2020,121877.754420033,81,18035,6,75,1791670,4318,5860,-760,110,0.0100660277841344,4.18603872364889e-05,4.45617160271225e-06,6.64469119628252e-06,5,258.811,102685.649442314
"West Virginia",2021,138336.157492514,5,1462,2,3,1785921,17133,27581,3755,12,0.000818625235942687,1.67980554571003e-06,4.18603872364889e-05,4.45617160271225e-06,110,270.97,111322.394206693
"West Virginia",2022,150295.148651275,4,396,1,2,1774003,17115,29938,1525,2,0.000223223974254835,1.12739380936785e-06,1.67980554571003e-06,4.18603872364889e-05,12,292.655,111984.278192078
"West Virginia",2023,154563.934139716,13,1494,10,3,1770036,16983,25805,5098,0,0.000844050629478722,1.69488078208579e-06,1.12739380936785e-06,1.67980554571003e-06,2,304.702,110611.657366115
"West Virginia",2024,162623.808382698,8,1562,2,4,1767402,16818,24758,5421,35,0.000883783089529151,2.26320893605416e-06,1.69488078208579e-06,1.12739380936785e-06,0,314.055,112913.652579
"West Virginia",2025,168072.70115434,21,2144,3,18,1766147,16954,24841,6652,14,0.00121394198784133,1.01916771367276e-05,2.26320893605416e-06,1.69488078208579e-06,35,322.531,113630.196548272
"Wisconsin",2010,158834.191592763,0,0,0,0,5690538,NA,NA,NA,12,0,0,NA,NA,NA,218.056,158834.191592763
"Wisconsin",2011,148497.172348331,0,0,0,0,5705840,NA,NA,NA,11,0,0,0,NA,12,224.939,143953.246940671
"Wisconsin",2012,145400.681273366,0,0,0,0,5720825,NA,NA,NA,4,0,0,0,0,11,229.594,138093.726124137
"Wisconsin",2013,149388.62414527,0,0,0,0,5738012,NA,NA,NA,8,0,0,0,0,4,232.957,139833.041405156
"Wisconsin",2014,154911.113053233,0,0,0,0,5753199,NA,NA,NA,0,0,0,0,0,8,236.736,142687.625320762
"Wisconsin",2015,159669.622897728,0,0,0,0,5762927,NA,NA,NA,0,0,0,0,0,0,237.017,146896.29558465
"Wisconsin",2016,167756.403156736,79,6671,44,2,5775170,NA,NA,NA,19,0.0011551175116923,3.46310151908948e-07,0,0,0,240.007,152413.430636378
"Wisconsin",2017,177503.348368232,59,7468,45,4,5793147,NA,NA,NA,11,0.00128910935627907,6.90470999613854e-07,3.46310151908948e-07,0,19,245.12,157904.985850944
"Wisconsin",2018,188773.376201401,78,9801,43,12,5809319,NA,NA,NA,20,0.00168711685483273,2.06564659299997e-06,6.90470999613854e-07,3.46310151908948e-07,11,251.107,163926.801407259
"Wisconsin",2019,200641.871794048,85,8987,59,4,5824581,NA,NA,NA,20,0.00154294360401203,6.86744677428299e-07,2.06564659299997e-06,6.90470999613854e-07,20,255.657,171132.274867979
"Wisconsin",2020,214271.573524109,279,39226,84,19,5897371,15536,14146,281,170,0.00665143841213313,3.22177458396292e-06,6.86744677428299e-07,2.06564659299997e-06,20,258.811,180530.202488971
"Wisconsin",2021,242214.720668979,34,2336,20,0,5882128,59947,61969,-15110,0,0.00039713518644953,0,3.22177458396292e-06,6.86744677428299e-07,170,270.97,194915.943204764
"Wisconsin",2022,265957.543941362,41,3851,32,1,5903472,60704,63557,26393,0,0.000652327985971645,1.69391842630913e-07,0,3.22177458396292e-06,0,292.655,198163.838655337
"Wisconsin",2023,282213.542938674,109,6089,36,1,5930350,60074,58672,26297,0,0.00102675221529927,1.68624111561712e-07,1.69391842630913e-07,0,0,304.702,201962.429911965
"Wisconsin",2024,297035.979696773,99,7744,63,0,5957168,59434,57490,25223,0,0.00129994655178434,0,1.68624111561712e-07,1.69391842630913e-07,0,314.055,206239.281618696
"Wisconsin",2025,310776.505487253,68,4583,35,9,5972787,59167,58006,14244,3,0.000767313483638375,1.50683424672603e-06,0,1.68624111561712e-07,0,322.531,210109.048992278
"Wyoming",2010,194469.480883042,0,0,0,0,564531,NA,NA,NA,3,0,0,NA,NA,NA,218.056,194469.480883042
"Wyoming",2011,192646.674781194,0,0,0,0,567491,NA,NA,NA,16,0,0,0,NA,3,224.939,186751.800781937
"Wyoming",2012,198118.678123637,0,0,0,0,576656,NA,NA,NA,6,0,0,0,0,16,229.594,188162.43663566
"Wyoming",2013,206000.860700794,0,0,0,0,582620,NA,NA,NA,0,0,0,0,0,6,232.957,192824.099215617
"Wyoming",2014,209351.997134695,0,0,0,0,583159,NA,NA,NA,0,0,0,0,0,0,236.736,192832.771894444
"Wyoming",2015,220823.327376025,0,0,0,0,586389,NA,NA,NA,5,0,0,0,0,0,237.017,203157.796589724
"Wyoming",2016,227689.729850773,0,0,0,0,585243,NA,NA,NA,2,0,0,0,0,5,240.007,206865.265314513
"Wyoming",2017,228522.029170089,0,0,0,0,579994,NA,NA,NA,4,0,0,0,0,2,245.12,203290.631497687
"Wyoming",2018,232236.443621317,0,0,0,0,579054,NA,NA,NA,2,0,0,0,0,4,251.107,201669.208545719
"Wyoming",2019,242692.010194347,0,0,0,0,580116,NA,NA,NA,0,0,0,0,0,2,255.657,206997.84858204
"Wyoming",2020,258274.179881601,0,0,0,0,577669,1585,1304,446,51,0,0,0,0,0,258.811,217603.713011667
"Wyoming",2021,284297.942049128,0,0,0,0,579662,6131,6185,2014,0,0,0,0,0,51,270.97,228781.311774236
"Wyoming",2022,314760.520685105,0,0,0,0,581742,6121,6748,2787,0,0,0,0,0,0,292.655,234526.729762045
"Wyoming",2023,326454.011148627,0,0,0,0,584666,6065,5701,2592,1,0,0,0,0,0,304.702,233622.542205253
"Wyoming",2024,337581.065305511,0,0,0,0,586722,6036,5759,1781,6,0,0,0,0,1,314.055,234390.717473877
"Wyoming",2025,353446.373135774,0,0,0,0,588753,6070,5775,1732,1,0,0,0,0,6,322.531,238957.192767499
