"state","year","zhvi_avg","warn_events","workers_affected","closures","layoffs","pop","births","deaths","netmig","disaster_declarations","workers_affected_per_capita","layoffs_per_capita","layoffs_per_capita_lag1","layoffs_per_capita_lag2","disaster_declarations_lag1","cpi","zhvi_real"
"Michigan",2022,221629.349425671,35,5585,19,16,10043906,104377,117925,17209,0,0.000556058569245869,1.59300574895862e-06,2.98734500907257e-07,1.94593207863075e-05,5,292.655,165135.088819136
"Michigan",2023,227290.666860165,68,11565,36,32,10062124,100955,106173,24479,0,0.00114935971768982,3.18024305802632e-06,1.59300574895862e-06,2.98734500907257e-07,0,304.702,162657.592181411
"Michigan",2024,238677.450194959,77,8215,38,39,10099962,99603,103436,42421,9,0.000813369396835354,3.86140066665597e-06,3.18024305802632e-06,1.59300574895862e-06,0,314.055,165719.539824909
"Michigan",2025,246896.194719422,80,9086,44,36,10127884,99680,104678,32502,14,0.000897127178786803,3.55454308125962e-06,3.86140066665597e-06,3.18024305802632e-06,9,322.531,166920.99871249
"Minnesota",2010,170853.271506263,0,0,0,0,5310934,NA,NA,NA,99,0,0,NA,NA,NA,218.056,170853.271506263
"Minnesota",2011,157084.347066578,0,0,0,0,5346620,NA,NA,NA,52,0,0,0,NA,99,224.939,152277.659205161
"Minnesota",2012,155426.984152387,0,0,0,0,5377500,NA,NA,NA,18,0,0,0,0,52,229.594,147616.167915245
"Minnesota",2013,170465.908853038,0,0,0,0,5414722,NA,NA,NA,23,0,0,0,0,18,232.957,159562.126147135
"Minnesota",2014,183332.731979914,0,0,0,0,5452665,NA,NA,NA,40,0,0,0,0,23,236.736,168866.594876201
"Minnesota",2015,192146.796652278,0,0,0,0,5484002,NA,NA,NA,0,0,0,0,0,40,237.017,176775.344767713
"Minnesota",2016,204951.655072831,1,10,0,0,5525360,NA,NA,NA,10,1.80983682511185e-06,0,0,0,0,240.007,186206.81104535
"Minnesota",2017,219224.9235114,9,315,0,0,5569283,NA,NA,NA,0,5.65602430330798e-05,0,0,0,10,245.12,195020.030683754
"Minnesota",2018,234078.672742989,123,8887,0,0,5608762,NA,NA,NA,31,0.00158448513236967,0,0,0,0,251.107,203268.961293971
"Minnesota",2019,246372.922748282,281,11581,0,0,5640053,NA,NA,NA,56,0.00205334949866606,0,0,0,31,255.657,210137.387369794
"Minnesota",2020,260304.701943214,211,21023,31,55,5710562,16435,12761,-1150,214,0.00368142399994957,9.63127622114951e-06,0,0,56,258.811,219314.488514512
"Minnesota",2021,292067.714895924,24,1566,20,1,5714055,62936,51365,-9447,0,0.000274061065215508,1.75007065910286e-07,9.63127622114951e-06,0,214,270.97,235033.832672789
"Minnesota",2022,317913.890981954,28,1107,23,1,5727565,64525,53415,3196,65,0.000193275851081568,1.74594264752997e-07,1.75007065910286e-07,9.63127622114951e-06,0,292.655,236876.292603786
"Minnesota",2023,320303.460874068,141,6170,127,0,5752998,62997,49962,13069,26,0.00107248429427578,0,1.74594264752997e-07,1.75007065910286e-07,65,304.702,229220.981366568
"Minnesota",2024,326240.82584842,214,3456,156,0,5797405,61344,49730,33156,32,0.000596128785206485,0,0,1.74594264752997e-07,26,314.055,226516.914302281
"Minnesota",2025,334091.250482074,203,4805,171,1,5830405,62576,50505,20786,2,0.000824127997969266,1.71514671793812e-07,0,0,32,322.531,225871.626960258
"Mississippi",2010,116812.165460683,35,2973,10,25,2970615,NA,NA,NA,18,0.0010008028640534,8.41576575894217e-06,NA,NA,NA,218.056,116812.165460683
"Mississippi",2011,114282.101431114,56,3941,18,38,2979147,NA,NA,NA,68,0.00132286187959171,1.27553289582555e-05,8.41576575894217e-06,NA,18,224.939,110785.136902284
"Mississippi",2012,113743.745041749,72,6578,37,33,2984599,NA,NA,NA,83,0.00220398117133994,1.10567617291301e-05,1.27553289582555e-05,8.41576575894217e-06,68,229.594,108027.675239003
"Mississippi",2013,113890.202573445,56,6611,26,30,2989839,NA,NA,NA,7,0.00221115585153582,1.00339851075593e-05,1.10567617291301e-05,1.27553289582555e-05,83,232.957,106605.261968325
"Mississippi",2014,117718.125881857,70,6230,33,37,2991892,NA,NA,NA,13,0.00208229441437057,1.23667565540467e-05,1.00339851075593e-05,1.10567617291301e-05,7,236.736,108429.405148749
"Mississippi",2015,126913.332573384,39,2188,13,26,2990231,NA,NA,NA,1,0.00073171604468016,8.69498042124505e-06,1.23667565540467e-05,1.00339851075593e-05,13,237.017,116760.458733432
"Mississippi",2016,132473.556749963,36,3033,19,17,2990595,NA,NA,NA,41,0.00101417945258385,5.68448753508917e-06,8.69498042124505e-06,1.23667565540467e-05,1,240.007,120357.547449324
"Mississippi",2017,134374.505548584,44,3259,18,25,2990674,NA,NA,NA,25,0.00108972091240971,8.35931967175292e-06,5.68448753508917e-06,8.69498042124505e-06,41,245.12,119538.051492747
"Mississippi",2018,137567.684262948,40,2727,23,17,2982879,NA,NA,NA,0,0.000914217438923939,5.69919195515473e-06,8.35931967175292e-06,5.68448753508917e-06,25,251.107,119460.863136597
"Mississippi",2019,142449.23956627,37,3618,18,19,2978227,NA,NA,NA,69,0.00121481673492316,6.37963459467663e-06,5.69919195515473e-06,8.35931967175292e-06,0,255.657,121498.380184632
"Mississippi",2020,149378.487116688,143,19568,30,113,2958385,8509,9674,-2041,332,0.0066144196918251,3.81965160045092e-05,6.37963459467663e-06,5.69919195515473e-06,69,258.811,125855.838379035
"Mississippi",2021,166692.882260658,18,1653,8,10,2947603,35080,41695,-4759,202,0.000560794652468463,3.3925871292708e-06,3.81965160045092e-05,6.37963459467663e-06,332,270.97,134141.724671477
"Mississippi",2022,183477.070711445,24,2485,14,10,2941237,34994,40681,-70,1,0.000844882612315839,3.39993002943999e-06,3.3925871292708e-06,3.81965160045092e-05,202,292.655,136707.98766826
"Mississippi",2023,182278.73207459,33,4237,16,17,2942470,35099,35712,2015,37,0.00143994671143631,5.77745907349948e-06,3.39993002943999e-06,3.3925871292708e-06,1,304.702,130445.389926081
"Mississippi",2024,185024.251018144,23,1840,14,9,2950172,33926,35909,9637,6,0.000623692449118221,3.05066958807825e-06,5.77745907349948e-06,3.39993002943999e-06,37,314.055,128466.822945065
"Mississippi",2025,188086.324528259,22,1935,11,11,2954160,33168,35775,6534,18,0.000655008530343651,3.72356270479595e-06,3.05066958807825e-06,5.77745907349948e-06,6,322.531,127160.959973876
"Missouri",2010,130007.529852136,21,3050,11,10,5996089,NA,NA,NA,37,0.000508664898069392,1.66775376416194e-06,NA,NA,NA,218.056,130007.529852136
"Missouri",2011,122599.473225968,33,4092,17,16,6011182,NA,NA,NA,257,0.000680731343685818,2.66170613366889e-06,1.66775376416194e-06,NA,37,224.939,118848.002052831
"Missouri",2012,120665.623891513,101,6995,80,21,6026027,NA,NA,NA,0,0.00116079798514013,3.48488315767586e-06,2.66170613366889e-06,1.66775376416194e-06,257,229.594,114601.702497835
"Missouri",2013,123897.222283468,49,4850,34,15,6042989,NA,NA,NA,46,0.000802582960187417,2.48221534078583e-06,3.48488315767586e-06,2.66170613366889e-06,0,232.957,115972.186722202
"Missouri",2014,128187.368808458,39,4231,23,16,6059130,NA,NA,NA,20,0.000698285067328148,2.64064312863398e-06,2.48221534078583e-06,3.48488315767586e-06,46,236.736,118072.557164509
"Missouri",2015,133485.819886677,43,4705,32,11,6075411,NA,NA,NA,76,0.000774433202955323,1.8105770951134e-06,2.64064312863398e-06,2.48221534078583e-06,20,237.017,122807.157044471
"Missouri",2016,140823.881151016,47,5320,25,22,6091384,NA,NA,NA,126,0.000873364739441808,3.61165869693981e-06,1.8105770951134e-06,2.64064312863398e-06,76,240.007,127944.152579991
"Missouri",2017,148571.280797543,31,3781,21,10,6111382,NA,NA,NA,55,0.000618681666438131,1.63629110404161e-06,3.61165869693981e-06,1.8105770951134e-06,126,245.12,132167.343364838
"Missouri",2018,156955.087558417,40,6273,36,4,6125986,NA,NA,NA,0,0.00102399842245803,6.52956111881418e-07,1.63629110404161e-06,3.61165869693981e-06,55,251.107,136296.473505869
"Missouri",2019,164835.301667067,26,2699,23,3,6140475,NA,NA,NA,103,0.00043954254353287,4.88561552648614e-07,6.52956111881418e-07,1.63629110404161e-06,0,255.657,140591.990598004
"Missouri",2020,175951.96674127,162,33232,18,144,6155074,17212,16738,-512,249,0.00539912274003529,2.33953320463734e-05,4.88561552648614e-07,6.52956111881418e-07,103,258.811,148244.788898982
"Missouri",2021,201944.55704065,26,4578,2,24,6172551,68744,75371,21595,21,0.000741670664203504,3.8881817258375e-06,2.33953320463734e-05,4.88561552648614e-07,249,270.97,162509.585304853
"Missouri",2022,227800.552710655,11,2065,3,3,6179285,68867,75703,14887,11,0.000334181058164496,4.85493062708711e-07,3.8881817258375e-06,2.33953320463734e-05,21,292.655,169733.226228408
"Missouri",2023,236668.141812796,34,6416,21,5,6205956,68355,68565,27255,33,0.00103384555095138,8.05677642574327e-07,4.85493062708711e-07,3.8881817258375e-06,11,304.702,169368.459449334
"Missouri",2024,246106.058168647,37,4607,12,24,6243544,67693,66472,36461,15,0.000737882202800205,3.84397066794116e-06,8.05677642574327e-07,4.85493062708711e-07,33,314.055,170877.402429582
"Missouri",2025,252985.5343027,51,5547,29,14,6270541,68377,68200,26693,80,0.000884612667391857,2.23266222164882e-06,3.84397066794116e-06,8.05677642574327e-07,15,322.531,171037.865097958
"Montana",2010,181166.916914812,0,0,0,0,990730,NA,NA,NA,3,0,0,NA,NA,NA,218.056,181166.916914812
"Montana",2011,175354.454726611,0,0,0,0,997518,NA,NA,NA,56,0,0,0,NA,3,224.939,169988.712405879
"Montana",2012,178549.540318013,0,0,0,0,1004168,NA,NA,NA,9,0,0,0,0,56,229.594,169576.724842917
"Montana",2013,188233.832580493,0,0,0,0,1014158,NA,NA,NA,17,0,0,0,0,9,232.957,176193.531841379
"Montana",2014,198654.600381722,0,0,0,0,1022657,NA,NA,NA,21,0,0,0,0,17,236.736,182979.468863361
"Montana",2015,211054.913710034,10,1192,0,0,1031495,NA,NA,NA,0,0.00115560424432498,0,0,0,21,237.017,194170.841179979
"Montana",2016,222554.036328267,6,300,0,0,1042137,NA,NA,NA,7,0.000287870020928151,0,0,0,0,240.007,202199.281460943
"Montana",2017,233016.360048787,2,160,0,0,1053862,NA,NA,NA,14,0.00015182253463926,0,0,0,7,245.12,207288.737788831
"Montana",2018,247047.485668289,2,2,0,0,1061818,NA,NA,NA,16,1.88356196636335e-06,0,0,0,14,251.107,214530.803740575
"Montana",2019,260265.714096227,0,0,0,0,1070123,NA,NA,NA,9,0,0,0,0,16,255.657,221986.883022827
"Montana",2020,281484.977782876,24,1462,0,0,1087156,2824,2535,2757,138,0.00134479320355128,0,0,0,9,258.811,237159.503712836
"Montana",2021,350653.981202207,4,316,0,0,1106416,10851,12271,21405,12,0.000285606860349091,0,0,0,138,270.97,282179.593774324
"Montana",2022,423840.281529765,0,0,0,0,1121533,11210,12991,16272,7,0,0,0,0,12,292.655,315801.597202352
"Montana",2023,425394.408223074,8,1118,0,0,1130612,11027,11433,9429,19,0.000988844979533208,0,0,0,7,304.702,304427.942972119
"Montana",2024,441815.643805594,12,2220,0,0,1137557,11294,11517,7192,17,0.00195155055966426,0,0,0,19,314.055,306763.312240444
"Montana",2025,450338.996603249,16,1308,0,0,1144694,11348,11438,7247,5,0.0011426634541633,0,0,0,17,322.531,304464.129783859
"Nebraska",2010,128606.343166089,0,0,0,0,1829591,NA,NA,NA,163,0,0,NA,NA,NA,218.056,128606.343166089
"Nebraska",2011,124860.949725234,0,0,0,0,1840914,NA,NA,NA,48,0,0,0,NA,163,224.939,121040.278712387
"Nebraska",2012,125479.632754644,0,0,0,0,1853691,NA,NA,NA,3,0,0,0,0,48,229.594,119173.788513405
"Nebraska",2013,129987.65894849,0,0,0,0,1865813,NA,NA,NA,10,0,0,0,0,3,232.957,121673.051076688
"Nebraska",2014,134579.306943706,72,1850,38,34,1879955,NA,NA,NA,30,0.00098406610796535,1.80855392815254e-05,0,0,10,236.736,123960.130081258
"Nebraska",2015,140641.280956865,120,4107,67,37,1892059,NA,NA,NA,28,0.00217065112662977,1.95554155552232e-05,1.80855392815254e-05,0,30,237.017,129390.192097318
"Nebraska",2016,148775.411886522,114,2522,91,18,1906483,NA,NA,NA,0,0.00132285470156304,9.44146892471635e-06,1.95554155552232e-05,1.80855392815254e-05,28,240.007,135168.437646933
"Nebraska",2017,156927.661513704,133,2279,105,28,1916998,NA,NA,NA,29,0.00118883796435886,1.46061706897973e-05,9.44146892471635e-06,1.95554155552232e-05,0,245.12,139601.085831561
"Nebraska",2018,166759.147653983,134,2864,108,26,1925512,NA,NA,NA,42,0.00148739659893057,1.35029020852636e-05,1.46061706897973e-05,9.44146892471635e-06,29,251.107,144810.111629054
"Nebraska",2019,176009.082869385,199,4204,179,20,1932571,NA,NA,NA,91,0.00217534051789042,1.03489082677946e-05,1.35029020852636e-05,1.46061706897973e-05,42,255.657,150122.377146593
"Nebraska",2020,187858.272739995,40,3454,9,9,1963318,6056,4464,-665,205,0.00175926671074171,4.58407654796625e-06,1.03489082677946e-05,1.35029020852636e-05,91,258.811,158276.207427785
"Nebraska",2021,212056.102349795,1,93,1,0,1964697,24399,19547,-4236,14,4.73355433433247e-05,0,4.58407654796625e-06,1.03489082677946e-05,205,270.97,170646.586168162
"Nebraska",2022,235534.90242686,4,570,3,1,1972595,24223,19432,3823,48,0.000288959467097909,5.06946433505104e-07,0,4.58407654796625e-06,14,292.655,175496.057417749
"Nebraska",2023,247553.668382147,19,1380,7,12,1988172,24579,18435,9664,1,0.000694104936595023,6.03569510082629e-06,5.06946433505104e-07,0,48,304.702,177158.5441275
"Nebraska",2024,257179.395498066,8,694,4,4,2005591,24446,18438,11542,55,0.000346032665683083,1.99442458606964e-06,6.03569510082629e-06,5.06946433505104e-07,1,314.055,178565.888983542
"Nebraska",2025,264841.604129356,14,1403,8,6,2018006,24396,18260,6233,40,0.000695240747549809,2.97323199237267e-06,1.99442458606964e-06,6.03569510082629e-06,55,322.531,179053.488905038
"Nevada",2010,149850.709122257,0,0,0,0,2702483,NA,NA,NA,1,0,0,NA,NA,NA,218.056,149850.709122257
"Nevada",2011,135301.479866496,0,0,0,0,2713114,NA,NA,NA,3,0,0,0,NA,1,224.939,131161.33482308
"Nevada",2012,132475.184522995,0,0,0,0,2744670,NA,NA,NA,2,0,0,0,0,3,229.594,125817.786337388
"Nevada",2013,162958.762290304,0,0,0,0,2776956,NA,NA,NA,1,0,0,0,0,2,232.957,152535.171168819
"Nevada",2014,192806.755611021,0,0,0,0,2818935,NA,NA,NA,1,0,0,0,0,1,236.736,177593.056829197
"Nevada",2015,209366.751309314,0,0,0,0,2868531,NA,NA,NA,0,0,0,0,0,1,237.017,192617.729207203
"Nevada",2016,226637.692617749,0,0,0,0,2919555,NA,NA,NA,4,0,0,0,0,0,240.007,205909.447230522
"Nevada",2017,247852.302606077,16,2462,13,3,2972097,NA,NA,NA,18,0.000828371348579807,1.0093883207715e-06,0,0,4,245.12,220486.625722384
"Nevada",2018,282534.883876218,23,4389,19,4,3030725,NA,NA,NA,1,0.0014481683425583,1.31981621559198e-06,1.0093883207715e-06,0,18,251.107,245347.308671254
"Nevada",2019,302736.079038187,24,5287,16,8,3090771,NA,NA,NA,3,0.00171057642251723,2.58835093250196e-06,1.31981621559198e-06,1.0093883207715e-06,1,255.657,258210.878054389
"Nevada",2020,314358.282373462,382,146026,17,360,3116851,8153,6990,10465,94,0.0468504910886019,0.000115501190143513,2.58835093250196e-06,1.31981621559198e-06,3,258.811,264856.244986603
"Nevada",2021,365573.300913351,23,1643,6,15,3148472,33340,32360,29663,2,0.000521840435614482,4.76421578467269e-06,0.000115501190143513,2.58835093250196e-06,94,270.97,294185.524980484
"Nevada",2022,438646.288112317,43,2160,29,14,3177672,33523,33461,29314,1,0.000679742906127505,4.40574105823383e-06,4.76421578467269e-06,0.000115501190143513,2,292.655,326833.489947616
"Nevada",2023,420342.691434019,41,6369,21,20,3211077,32747,29391,30469,6,0.0019834466753678,6.22843986612591e-06,4.40574105823383e-06,4.76421578467269e-06,1,304.702,300812.747941715
"Nevada",2024,440093.733476444,46,8691,27,19,3253543,31894,29163,39644,6,0.00267124178165157,5.83978757926359e-06,6.22843986612591e-06,4.40574105823383e-06,6,314.055,305567.748155385
"Nevada",2025,447112.03805882,51,3932,35,16,3282188,32511,29460,25465,3,0.00119798134658953,4.87479693424021e-06,5.83978757926359e-06,6.22843986612591e-06,6,322.531,302282.455239819
"New Hampshire",2010,212168.359429072,11,1203,5,0,1316807,NA,NA,NA,8,0.000913573515329126,0,NA,NA,NA,218.056,212168.359429072
"New Hampshire",2011,205866.379150517,9,1171,2,1,1320444,NA,NA,NA,31,0.000886822917139992,7.57321022322794e-07,0,NA,8,224.939,199566.990037499
"New Hampshire",2012,201929.730920317,12,1293,0,0,1324677,NA,NA,NA,17,0.000976087000831146,0,7.57321022322794e-07,0,31,229.594,191781.969065223
"New Hampshire",2013,207038.357574728,4,328,0,1,1327272,NA,NA,NA,11,0.000247123423081328,7.53425070369902e-07,0,7.57321022322794e-07,17,232.957,193795.233022896
"New Hampshire",2014,214829.403637996,3,211,0,3,1334257,NA,NA,NA,0,0.000158140448204506,2.24844239153327e-06,7.53425070369902e-07,0,11,236.736,197877.975633985
"New Hampshire",2015,223757.79508048,3,331,2,0,1337480,NA,NA,NA,3,0.000247480336154559,0,2.24844239153327e-06,7.53425070369902e-07,0,237.017,205857.511334921
"New Hampshire",2016,234434.436131138,5,830,1,0,1343694,NA,NA,NA,1,0.000617700160899729,0,0,2.24844239153327e-06,3,240.007,212993.101888742
"New Hampshire",2017,249150.669035433,6,296,1,0,1350395,NA,NA,NA,4,0.00021919512438953,0,0,0,1,245.12,221641.637920979
"New Hampshire",2018,265987.828419064,7,457,1,1,1355064,NA,NA,NA,10,0.000337253443379796,7.37972523806994e-07,0,0,4,251.107,230978.196202206
"New Hampshire",2019,277985.180643481,7,942,0,0,1360783,NA,NA,NA,1,0.000692248506925792,0,7.37972523806994e-07,0,10,255.657,237100.24192725
"New Hampshire",2020,299314.821902537,17,1163,1,1,1378752,2993,3492,1373,20,0.000843516455461171,7.25293598848814e-07,0,7.37972523806994e-07,1,258.811,252181.680086162
"New Hampshire",2021,355332.852208126,4,249,1,0,1387907,12067,13729,10168,3,0.000179406833454979,0,7.25293598848814e-07,0,20,270.97,285944.792490295
"New Hampshire",2022,408332.224991737,5,792,2,0,1396647,12328,14712,11294,0,0.000567072424170173,0,0,7.25293598848814e-07,3,292.655,304246.610011099
"New Hampshire",2023,435117.017238181,7,388,0,1,1401530,12098,14334,7305,11,0.000276840310232389,7.13505954207188e-07,0,0,0,304.702,311385.800916597
"New Hampshire",2024,467902.978720958,7,450,3,1,1408518,11794,14214,9453,12,0.000319484735019361,7.09966077820802e-07,7.13505954207188e-07,0,11,314.055,324876.381296197
"New Hampshire",2025,485283.281246597,4,224,2,0,1415342,11911,14078,8957,0,0.000158265634737046,0,7.09966077820802e-07,7.13505954207188e-07,12,322.531,328089.17956881
"New Jersey",2010,299120.297375202,98,12393,0,0,8799451,NA,NA,NA,30,0.0014083833184593,0,NA,NA,NA,218.056,299120.297375202
"New Jersey",2011,280825.497107927,89,14549,0,0,8828552,NA,NA,NA,76,0.00164794861037235,0,0,NA,30,224.939,272232.403439893
"New Jersey",2012,270509.232055429,98,15766,0,0,8845671,NA,NA,NA,45,0.0017823407630693,0,0,0,76,229.594,256915.080991135
"New Jersey",2013,275881.50364845,75,9284,0,0,8857821,NA,NA,NA,0,0.00104811330009943,0,0,0,45,232.957,258234.855186007
"New Jersey",2014,290029.536089034,111,24070,0,0,8867277,NA,NA,NA,0,0.00271447480438471,0,0,0,0,236.736,267144.331751109
"New Jersey",2015,296625.490593946,170,23637,0,0,8870312,NA,NA,NA,4,0.00266473152240868,0,0,0,0,237.017,272895.901884479
"New Jersey",2016,306252.494078719,55,8939,0,0,8873584,NA,NA,NA,17,0.00100737199309772,0,0,0,4,240.007,278242.692291596
"New Jersey",2017,316031.21590831,85,8346,0,0,8888147,NA,NA,NA,0,0.0009390033715689,0,0,0,17,245.12,281137.821540888
"New Jersey",2018,329594.837982072,80,10745,0,0,8891730,NA,NA,NA,6,0.00120842625675768,0,0,0,0,251.107,286213.176020655
"New Jersey",2019,342606.768548875,90,10818,0,0,8891258,NA,NA,NA,0,0.00121670071884091,0,0,0,6,255.657,292217.547427583
"New Jersey",2020,361636.754238319,228,74350,0,0,9270476,24693,34022,-10160,55,0.00802008440559039,0,0,0,0,258.811,304689.770072334
"New Jersey",2021,410688.018465561,61,11374,0,0,9266509,97972,84115,-19567,47,0.00122743095592957,0,0,0,55,270.97,330490.410578759
"New Jersey",2022,453529.243717583,29,3795,0,0,9298402,102595,82755,13857,0,0.000408134645071271,0,0,0,47,292.655,337922.717083533
"New Jersey",2023,479951.540619969,108,11842,0,0,9395315,102445,77211,72300,1,0.00126041543045656,0,0,0,0,304.702,343471.041021811
"New Jersey",2024,521912.337098413,101,15359,0,0,9506354,101187,75593,85568,0,0.00161565622319556,0,0,0,1,314.055,362376.38814326
"New Jersey",2025,546319.022077436,97,13593,0,0,9548215,100999,74976,15636,1,0.00142361687498658,0,0,0,0,322.531,369354.079695029
"New Mexico",2010,173731.78842789,0,0,0,0,2064614,NA,NA,NA,9,0,0,NA,NA,NA,218.056,173731.78842789
"New Mexico",2011,164022.579841874,0,0,0,0,2080707,NA,NA,NA,36,0,0,0,NA,9,224.939,159003.586172249
"New Mexico",2012,161420.037094529,0,0,0,0,2087715,NA,NA,NA,10,0,0,0,0,36,229.594,153308.046415344
"New Mexico",2013,163182.712571486,0,0,0,0,2092833,NA,NA,NA,40,0,0,0,0,10,232.957,152744.796561116
"New Mexico",2014,165445.334358609,0,0,0,0,2090236,NA,NA,NA,16,0,0,0,0,40,236.736,152390.628501372
"New Mexico",2015,168512.199785612,0,0,0,0,2090071,NA,NA,NA,0,0,0,0,0,16,237.017,155031.479752302
"New Mexico",2016,172715.058492875,17,2267,0,0,2092555,NA,NA,NA,3,0.00108336459495688,0,0,0,0,240.007,156918.568186437
"New Mexico",2017,177341.32811151,5,942,0,0,2092844,NA,NA,NA,2,0.000450105215677805,0,0,0,3,245.12,157760.854449589
"New Mexico",2018,184158.901441817,8,1222,0,0,2093754,NA,NA,NA,2,0.000583640676029753,0,0,0,2,251.107,159919.689267112
"New Mexico",2019,194098.263608887,11,2144,0,0,2099634,NA,NA,NA,1,0.0010211303493847,0,0,0,2,255.657,165551.074171642
"New Mexico",2020,209402.088790147,28,3584,0,0,2118446,5331,5559,877,151,0.00169180616357462,0,0,0,1,258.811,176427.516114942
"New Mexico",2021,241866.749125381,7,874,0,0,2117300,21417,24722,1282,1,0.000412789873896,0,0,0,151,270.97,194635.922232291
"New Mexico",2022,276369.798283861,12,791,0,0,2112859,21427,25472,211,13,0.000374374248352588,0,0,0,1,292.655,205921.965230683
"New Mexico",2023,288598.540403812,16,1070,0,0,2119349,21582,22367,7520,3,0.000504872014944212,0,0,0,13,304.702,206531.769815406
"New Mexico",2024,301175.921019177,6,1143,0,0,2126774,20942,22167,8703,14,0.000537433690650723,0,0,0,3,314.055,209113.743241654
"New Mexico",2025,307668.126259693,5,830,0,0,2125498,20235,22120,612,12,0.000390496721238976,0,0,0,14,322.531,208007.543273929
"New York",2010,258251.596130394,287,31404,174,113,19399956,NA,NA,NA,12,0.00161876655802725,5.82475547882686e-06,NA,NA,NA,218.056,258251.596130394
"New York",2011,252151.103806767,467,32790,308,160,19499921,NA,NA,NA,112,0.00168154527395265,8.2051614465515e-06,5.82475547882686e-06,NA,12,224.939,244435.429568409
"New York",2012,249070.688406476,388,25890,257,135,19574362,NA,NA,NA,76,0.00132264847252748,6.89677650796486e-06,8.2051614465515e-06,5.82475547882686e-06,112,229.594,236553.908338905
"New York",2013,254591.467832928,371,33414,292,79,19626488,NA,NA,NA,17,0.0017024951178224,4.02517251176064e-06,6.89677650796486e-06,8.2051614465515e-06,76,232.957,238306.627874574
"New York",2014,263955.725623154,473,28452,282,191,19653431,NA,NA,NA,20,0.00144768615719057,9.71840489327283e-06,4.02517251176064e-06,6.89677650796486e-06,17,236.736,243127.91339924
"New York",2015,272446.47309337,506,49246,327,179,19657321,NA,NA,NA,0,0.00250522438942723,9.10602212783726e-06,9.71840489327283e-06,4.02517251176064e-06,20,237.017,250651.169058961
"New York",2016,284748.581836557,366,21603,234,132,19636391,NA,NA,NA,0,0.00110015124469665,6.72221285469412e-06,9.10602212783726e-06,9.71840489327283e-06,0,240.007,258705.52425951
"New York",2017,300864.017346458,355,24600,260,95,19593849,NA,NA,NA,36,0.00125549604878551,4.84846035100097e-06,6.72221285469412e-06,9.10602212783726e-06,0,245.12,267645.251984739
"New York",2018,320088.619549397,432,25978,331,103,19544098,NA,NA,NA,7,0.00132919922935303,5.27013321361774e-06,4.84846035100097e-06,6.72221285469412e-06,36,251.107,277958.177288818
"New York",2019,337015.508417807,415,26221,311,112,19463131,NA,NA,NA,18,0.00134721386810786,5.75446982296939e-06,5.27013321361774e-06,4.84846035100097e-06,7,255.657,287448.627276207
"New York",2020,353588.314120703,2031,218891,959,1093,20122262,53088,72825,-58903,137,0.010878051384084,5.43179489462964e-05,5.75446982296939e-06,5.27013321361774e-06,18,258.811,297908.718809881
"New York",2021,391937.545935101,0,0,0,0,19835345,205539,177237,-297418,63,0,0,5.43179489462964e-05,5.75446982296939e-06,137,270.97,315401.459631784
"New York",2022,427218.214073203,0,0,0,0,19713025,209944,176586,-163340,13,0,0,0,5.43179489462964e-05,63,292.655,318318.480422157
"New York",2023,436144.430107015,0,0,0,0,19786543,205879,166689,33531,14,0,0,0,0,13,304.702,312121.055494927
"New York",2024,464834.506312419,0,0,0,0,20001419,205405,161811,171406,25,0,0,0,0,14,314.055,322745.866515295
"New York",2025,487386.484554113,0,0,0,0,20002427,203078,160263,-41952,0,0,0,0,0,25,322.531,329511.108314958
"North Carolina",2010,158965.436031198,0,0,0,0,9574586,NA,NA,NA,58,0,0,NA,NA,NA,218.056,158965.436031198
"North Carolina",2011,151844.888923751,0,0,0,0,9658913,NA,NA,NA,94,0,0,0,NA,58,224.939,147198.525374245
"North Carolina",2012,148885.64530034,96,6472,69,27,9751810,NA,NA,NA,0,0.000663671667105901,2.76871678180768e-06,0,0,94,229.594,141403.557025057
"North Carolina",2013,151531.64223512,85,9985,54,31,9846717,NA,NA,NA,21,0.00101404356396147,3.14825743443221e-06,2.76871678180768e-06,0,0,232.957,141838.982212259
"North Carolina",2014,156622.481607942,59,8103,39,20,9937295,NA,NA,NA,9,0.000815413047514439,2.01262013455372e-06,3.14825743443221e-06,2.76871678180768e-06,21,236.736,144263.955839
"North Carolina",2015,162083.570040395,48,6364,26,22,10037218,NA,NA,NA,0,0.000634040229075427,2.19184240095214e-06,2.01262013455372e-06,3.14825743443221e-06,9,237.017,149117.130622396
"North Carolina",2016,170660.754624452,80,12151,38,42,10161802,NA,NA,NA,120,0.00119575248563198,4.13312520751733e-06,2.19184240095214e-06,2.01262013455372e-06,0,240.007,155052.150605563
"North Carolina",2017,180848.063788062,57,8249,39,18,10275758,NA,NA,NA,0,0.000802763163554455,1.7516955926755e-06,4.13312520751733e-06,2.19184240095214e-06,120,245.12,160880.407136788
"North Carolina",2018,193075.18042137,106,10496,57,49,10391358,NA,NA,NA,155,0.00101007009863388,4.71545682479614e-06,1.7516955926755e-06,4.13312520751733e-06,0,251.107,167662.397073607
"North Carolina",2019,204918.416581445,74,8706,41,33,10501384,NA,NA,NA,150,0.00082903358262111,3.14244293894976e-06,4.71545682479614e-06,1.7516955926755e-06,155,255.657,174779.842703637
