state,year,zhvi_avg,warn_events,workers_affected,closures,layoffs,pop,births,deaths,netmig
Pennsylvania,2019,186177.52626185032,102,15987,75,26,12798883,NA,NA,NA
Pennsylvania,2020,198677.63060223815,425,68967,165,260,12995576,32886,40353,-2918
Pennsylvania,2021,224325.4054693002,56,8341,36,19,13016628,130148,155831,38797
Pennsylvania,2022,245049.09444934787,47,8400,25,22,12984655,131590,155234,-3439
Pennsylvania,2023,253503.00379943007,62,8208,35,27,13009406,129053,141231,38794
Pennsylvania,2024,265245.5830082616,84,10102,56,28,13045848,127537,137190,47212
Pennsylvania,2025,273997.61351847707,96,15846,57,39,13059432,126981,137689,23985
Rhode Island,2010,229443.1091184138,5,391,2,0,1053994,NA,NA,NA
Rhode Island,2011,218395.84625391118,8,479,6,0,1053829,NA,NA,NA
Rhode Island,2012,208211.44532284414,3,271,3,0,1054893,NA,NA,NA
Rhode Island,2013,213792.9358167006,5,132,4,0,1055560,NA,NA,NA
Rhode Island,2014,222978.76279657873,4,311,2,0,1056511,NA,NA,NA
Rhode Island,2015,230492.7739149109,3,417,1,0,1056886,NA,NA,NA
Rhode Island,2016,244793.19037760873,7,793,5,0,1057816,NA,NA,NA
Rhode Island,2017,262686.9710027278,1,171,1,0,1056554,NA,NA,NA
Rhode Island,2018,280918.85304563545,7,1096,6,0,1059338,NA,NA,NA
Rhode Island,2019,291008.46073676494,4,303,4,0,1058158,NA,NA,NA
Rhode Island,2020,310113.2613222928,23,3170,2,0,1096487,2544,3379,-317
Rhode Island,2021,360208.0417881544,2,558,1,0,1097381,10025,11305,1475
Rhode Island,2022,403728.1078911434,3,276,0,0,1098275,10449,11068,1956
Rhode Island,2023,425058.016313352,8,1171,6,0,1101183,10049,10543,3592
Rhode Island,2024,458295.6403413611,13,2112,3,8,1110415,9908,10299,9699
Rhode Island,2025,478911.0333448989,9,1548,3,6,1114521,10021,10325,4372
South Carolina,2010,148129.36758269413,0,0,0,0,4635846,NA,NA,NA
South Carolina,2011,140388.66706158145,0,0,0,0,4672655,NA,NA,NA
South Carolina,2012,139287.69127309817,169,6213,101,68,4719027,NA,NA,NA
South Carolina,2013,143058.69016182274,30,4251,15,13,4766469,NA,NA,NA
South Carolina,2014,148655.47165736507,21,2500,15,6,4826858,NA,NA,NA
South Carolina,2015,154605.08764481207,32,4275,24,8,4896006,NA,NA,NA
South Carolina,2016,163532.42365367417,32,2625,29,3,4963031,NA,NA,NA
South Carolina,2017,171373.2869709037,26,8005,18,8,5027102,NA,NA,NA
South Carolina,2018,181360.64837812015,31,5123,19,12,5091702,NA,NA,NA
South Carolina,2019,190856.91109213766,49,6185,22,27,5157702,NA,NA,NA
South Carolina,2020,203911.3547409685,149,22592,26,123,5131992,13527,14085,15127
South Carolina,2021,234710.95728423374,29,3390,15,14,5194346,55879,65049,72432
South Carolina,2022,277321.28028349514,43,5126,29,14,5288957,57655,64806,98706
South Carolina,2023,289604.3291171243,48,4471,25,23,5390798,58198,59063,101204
South Carolina,2024,298849.5971623028,50,5131,24,26,5490316,58035,58560,99127
South Carolina,2025,299373.85151230084,41,5439,20,21,5570274,59681,59117,79552
South Dakota,2010,143120.33542047863,2,84,0,0,816193,NA,NA,NA
South Dakota,2011,142698.6483921989,3,419,0,0,823740,NA,NA,NA
South Dakota,2012,148202.2549167795,6,434,0,0,833859,NA,NA,NA
South Dakota,2013,156904.5902570526,4,328,0,0,842751,NA,NA,NA
South Dakota,2014,161572.76950629486,2,977,0,0,849670,NA,NA,NA
South Dakota,2015,168641.13728555004,2,290,0,0,854663,NA,NA,NA
South Dakota,2016,176696.5726111918,1,63,0,0,863693,NA,NA,NA
South Dakota,2017,184183.3869360595,1,58,0,0,873732,NA,NA,NA
South Dakota,2018,192918.92140956307,6,926,0,0,879386,NA,NA,NA
South Dakota,2019,202495.75445792297,2,164,0,0,887127,NA,NA,NA
South Dakota,2020,215192.63020938225,7,804,0,0,887808,2841,2054,362
South Dakota,2021,244860.79933685495,1,300,0,0,896303,11064,9872,7278
South Dakota,2022,282799.2308801238,5,662,0,0,909156,11244,9282,10548
South Dakota,2023,291021.6285565238,5,612,3,0,917739,11183,8586,5875
South Dakota,2024,297749.04905185057,6,651,5,1,927110,11309,8687,6684
South Dakota,2025,305392.87817244383,5,414,3,2,935094,11299,8694,5352
Tennessee,2010,140490.84218684776,0,0,0,0,6355518,NA,NA,NA
Tennessee,2011,135807.22940971388,4,313,2,1,6400298,NA,NA,NA
Tennessee,2012,135325.9219370393,160,9445,52,98,6455752,NA,NA,NA
Tennessee,2013,138842.91191911575,103,9769,36,66,6496943,NA,NA,NA
Tennessee,2014,144992.5556195721,71,3931,25,46,6544617,NA,NA,NA
Tennessee,2015,152522.91958473867,72,8592,42,30,6595354,NA,NA,NA
Tennessee,2016,163303.7506035564,55,8523,34,21,6651277,NA,NA,NA
Tennessee,2017,175650.57608153723,46,6430,23,22,6714748,NA,NA,NA
Tennessee,2018,188503.8628850745,39,4631,1,0,6778180,NA,NA,NA
Tennessee,2019,201696.82794702062,31,3830,0,0,6830325,NA,NA,NA
Tennessee,2020,218815.9123707595,275,37579,0,0,6927736,19280,18918,14936
Tennessee,2021,254962.5474588081,21,2218,0,0,6966687,79603,89394,49512
Tennessee,2022,303684.1594881405,13,2232,0,0,7063325,82228,91620,102443
Tennessee,2023,313546.84151072527,50,4837,0,0,7153029,83201,81142,86526
Tennessee,2024,324905.32644882007,55,6797,1,2,7251291,83396,80107,94472
Tennessee,2025,326764.61764990643,51,8307,29,22,7315076,84408,80811,60379
Texas,2010,140110.81327612308,153,13006,0,0,25241897,NA,NA,NA
Texas,2011,135742.55934940313,162,16675,0,0,25645504,NA,NA,NA
Texas,2012,136176.20364640618,164,19997,0,0,26084120,NA,NA,NA
Texas,2013,143150.93688714653,186,19272,0,0,26479646,NA,NA,NA
Texas,2014,154498.5661513782,155,16230,0,0,26963092,NA,NA,NA
Texas,2015,167333.41592050222,251,29441,0,0,27468531,NA,NA,NA
Texas,2016,180164.23535602275,254,27946,0,0,27914064,NA,NA,NA
Texas,2017,191991.19997997276,225,19734,0,0,28291024,NA,NA,NA
Texas,2018,203950.51591111626,177,21788,0,0,28624564,NA,NA,NA
Texas,2019,213239.1277495397,161,15519,0,0,28986794,NA,NA,NA
Texas,2020,224604.84293442924,1180,91695,0,0,29237895,88105,55689,54457
Texas,2021,257461.555497471,165,14516,0,0,29572672,364360,269979,242841
Texas,2022,303346.02165286534,81,6755,0,0,30118002,383791,260655,417211
Texas,2023,305657.7775411721,228,24262,0,0,30719247,390308,231625,440357
Texas,2024,306120.97350313736,194,26733,0,0,31318578,387626,230260,440931
Texas,2025,300639.9007433235,280,24212,0,0,31709821,390203,232492,234774
Utah,2010,203564.2737389937,15,1644,0,0,2775413,NA,NA,NA
Utah,2011,188129.9890148223,16,1372,0,0,2814797,NA,NA,NA
Utah,2012,189837.54441128357,8,2218,0,0,2854146,NA,NA,NA
Utah,2013,210132.37926289538,11,1241,0,0,2898773,NA,NA,NA
Utah,2014,223916.56024594777,15,2646,0,0,2938327,NA,NA,NA
Utah,2015,237769.9826051427,19,2094,0,0,2983626,NA,NA,NA
Utah,2016,260219.38258650343,17,2050,0,0,3044241,NA,NA,NA
Utah,2017,282687.617451537,13,1502,0,0,3103540,NA,NA,NA
Utah,2018,309298.9512486025,18,2489,0,0,3155153,NA,NA,NA
Utah,2019,333333.9046455553,7,425,0,0,3203383,NA,NA,NA
Utah,2020,363124.2455551649,33,5375,0,0,3283970,11868,4967,4771
Utah,2021,445999.38881845266,11,1459,0,0,3339874,45687,22007,32305
Utah,2022,522488.37120712467,9,1464,0,0,3393928,46261,23362,31549
Utah,2023,505704.32539506553,22,1884,0,0,3449259,45440,21147,31003
Utah,2024,513181.94239425496,13,2463,0,0,3502983,45668,21529,29558
Utah,2025,523114.36091581685,18,1872,0,0,3538904,46948,21987,10844
Vermont,2010,207122.7875111886,2,179,0,0,625886,NA,NA,NA
Vermont,2011,207275.40819790037,3,89,0,0,627197,NA,NA,NA
Vermont,2012,210476.4768995554,2,14,0,0,626361,NA,NA,NA
Vermont,2013,216884.00526333696,2,201,0,0,626603,NA,NA,NA
Vermont,2014,220723.30353008755,3,396,0,0,625693,NA,NA,NA
Vermont,2015,225873.5442716521,9,453,0,0,625810,NA,NA,NA
Vermont,2016,229035.19626982225,4,306,0,0,624366,NA,NA,NA
Vermont,2017,239276.75437161987,5,205,0,0,625132,NA,NA,NA
Vermont,2018,249711.46800075425,7,590,0,0,624802,NA,NA,NA
Vermont,2019,256152.2469024399,4,472,0,0,624046,NA,NA,NA
Vermont,2020,270559.59095764667,10,901,0,0,642965,1303,1555,-31
Vermont,2021,312603.2665747369,4,579,0,0,647238,5156,6435,5253
Vermont,2022,354476.18208833825,2,228,0,0,647614,5409,7202,2512
Vermont,2023,372944.5140466535,0,0,0,0,647722,5089,6833,1967
Vermont,2024,384630.2607921309,4,341,0,0,646521,5039,6871,681
Vermont,2025,379388.03643850924,6,361,0,0,644663,4979,6748,-103
Virginia,2010,221132.1431623265,15,1448,3,12,8024004,NA,NA,NA
Virginia,2011,213923.79837720832,59,6318,30,29,8102437,NA,NA,NA
Virginia,2012,215171.43651189914,79,8128,34,45,8187456,NA,NA,NA
Virginia,2013,225354.69369238033,73,7278,16,57,8255861,NA,NA,NA
Virginia,2014,232648.6916609846,65,6986,19,46,8315430,NA,NA,NA
Virginia,2015,237889.2440705283,48,8561,22,26,8367303,NA,NA,NA
Virginia,2016,244783.82632086304,58,8101,34,24,8417651,NA,NA,NA
Virginia,2017,253399.38225134593,67,6969,46,21,8471011,NA,NA,NA
Virginia,2018,262817.35158709926,97,9791,66,31,8510920,NA,NA,NA
Virginia,2019,272591.8222693109,57,7407,29,28,8556642,NA,NA,NA
Virginia,2020,288235.7655206,229,30294,27,202,8637303,23617,19727,730
Virginia,2021,324017.7141803674,45,4475,12,33,8660007,94434,83773,10647
Virginia,2022,356507.340307984,29,2577,9,20,8681038,95761,86290,11955
Virginia,2023,370711.2088438305,53,4850,29,24,8732034,94600,79649,36165
Virginia,2024,389812.16970750835,31,4008,17,14,8819642,93837,78487,72315
Virginia,2025,400222.2008111029,60,6675,23,36,8880107,92070,78253,46704
Washington,2010,257270.00943317148,31,2781,13,18,6743009,NA,NA,NA
Washington,2011,234096.44178202865,35,4716,23,12,6827479,NA,NA,NA
Washington,2012,220643.71817799498,46,6271,30,16,6898599,NA,NA,NA
Washington,2013,235750.6596440266,59,6435,38,21,6966252,NA,NA,NA
Washington,2014,254039.06496595524,48,5882,21,27,7057531,NA,NA,NA
Washington,2015,274266.29604858987,41,5142,19,22,7167287,NA,NA,NA
Washington,2016,304863.372498684,59,6945,44,15,7299961,NA,NA,NA
Washington,2017,338311.18949252897,42,5990,17,25,7427951,NA,NA,NA
Washington,2018,373509.9886790903,35,3509,28,7,7526793,NA,NA,NA
Washington,2019,392983.5157581904,63,9351,45,18,7614024,NA,NA,NA
Washington,2020,427198.79936223954,262,46425,34,227,7726812,21080,15110,12548
Washington,2021,507801.8441726185,34,3286,14,20,7744316,82557,64741,-1009
Washington,2022,577960.4426482744,30,4365,15,15,7786828,83955,70619,32214
Washington,2023,564492.2354140725,73,21963,25,48,7838655,82165,67733,38195
Washington,2024,583738.7858568636,63,10207,34,29,7927958,82149,65455,72889
Washington,2025,589754.7836728067,115,29156,40,73,8001020,83368,66138,55440
West Virginia,2010,99710.57724317689,0,0,0,0,1854265,NA,NA,NA
West Virginia,2011,98487.79804723861,0,0,0,0,1856606,NA,NA,NA
West Virginia,2012,100018.09754007176,0,0,0,0,1857446,NA,NA,NA
West Virginia,2013,101060.72772335171,0,0,0,0,1854768,NA,NA,NA
West Virginia,2014,100465.7618150527,0,0,0,0,1850569,NA,NA,NA
West Virginia,2015,106591.08309364163,32,3688,2,30,1843332,NA,NA,NA
West Virginia,2016,109430.52356229481,43,5695,13,30,1832435,NA,NA,NA
West Virginia,2017,110360.28249388546,21,1290,10,11,1818683,NA,NA,NA
West Virginia,2018,114109.02204414763,18,1767,6,12,1805953,NA,NA,NA
West Virginia,2019,116714.00168065027,22,3622,14,8,1795263,NA,NA,NA
West Virginia,2020,121877.75442003326,81,18035,6,75,1791670,4318,5860,-760
West Virginia,2021,138336.15749251403,5,1462,2,3,1785921,17133,27581,3755
West Virginia,2022,150295.14865127532,4,396,1,2,1774003,17115,29938,1525
West Virginia,2023,154563.9341397161,13,1494,10,3,1770036,16983,25805,5098
West Virginia,2024,162623.80838269842,8,1562,2,4,1767402,16818,24758,5421
West Virginia,2025,168072.70115434032,21,2144,3,18,1766147,16954,24841,6652
Wisconsin,2010,158834.1915927629,0,0,0,0,5690538,NA,NA,NA
Wisconsin,2011,148497.1723483311,0,0,0,0,5705840,NA,NA,NA
Wisconsin,2012,145400.6812733663,0,0,0,0,5720825,NA,NA,NA
Wisconsin,2013,149388.62414527015,0,0,0,0,5738012,NA,NA,NA
Wisconsin,2014,154911.11305323325,0,0,0,0,5753199,NA,NA,NA
Wisconsin,2015,159669.62289772776,0,0,0,0,5762927,NA,NA,NA
Wisconsin,2016,167756.40315673582,79,6671,44,2,5775170,NA,NA,NA
Wisconsin,2017,177503.34836823237,59,7468,45,4,5793147,NA,NA,NA
Wisconsin,2018,188773.37620140103,78,9801,43,12,5809319,NA,NA,NA
Wisconsin,2019,200641.87179404756,85,8987,59,4,5824581,NA,NA,NA
Wisconsin,2020,214271.57352410862,279,39226,84,19,5897371,15536,14146,281
Wisconsin,2021,242214.72066897887,34,2336,20,0,5882128,59947,61969,-15110
Wisconsin,2022,265957.54394136166,41,3851,32,1,5903472,60704,63557,26393
Wisconsin,2023,282213.5429386742,109,6089,36,1,5930350,60074,58672,26297
Wisconsin,2024,297035.979696773,99,7744,63,0,5957168,59434,57490,25223
Wisconsin,2025,310776.5054872528,68,4583,35,9,5972787,59167,58006,14244
Wyoming,2010,194469.48088304204,0,0,0,0,564531,NA,NA,NA
Wyoming,2011,192646.67478119396,0,0,0,0,567491,NA,NA,NA
Wyoming,2012,198118.67812363704,0,0,0,0,576656,NA,NA,NA
Wyoming,2013,206000.8607007945,0,0,0,0,582620,NA,NA,NA
Wyoming,2014,209351.99713469538,0,0,0,0,583159,NA,NA,NA
Wyoming,2015,220823.3273760252,0,0,0,0,586389,NA,NA,NA
Wyoming,2016,227689.72985077332,0,0,0,0,585243,NA,NA,NA
Wyoming,2017,228522.02917008934,0,0,0,0,579994,NA,NA,NA
Wyoming,2018,232236.44362131678,0,0,0,0,579054,NA,NA,NA
Wyoming,2019,242692.01019434692,0,0,0,0,580116,NA,NA,NA
Wyoming,2020,258274.17988160148,0,0,0,0,577669,1585,1304,446
Wyoming,2021,284297.9420491279,0,0,0,0,579662,6131,6185,2014
Wyoming,2022,314760.5206851053,0,0,0,0,581742,6121,6748,2787
Wyoming,2023,326454.0111486274,0,0,0,0,584666,6065,5701,2592
Wyoming,2024,337581.06530551065,0,0,0,0,586722,6036,5759,1781
Wyoming,2025,353446.3731357738,0,0,0,0,588753,6070,5775,1732
